date,Unnamed: 0,Accession,FTPLink,Id,PDAT,entryType,summary,taxon,title
2020-04-08,3993,GSE148242,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148242/,200148242,2020-04-08,GSE,"Deletion (Del) of 17p involving the TP53 tumor suppressor remains an adverse prognostic factor in multiple myeloma, and more effective targeted therapies are needed for these patients. Genomic studies revealed that del17p was associated with reduced copy number and mRNA expression of RNA polymerase II subunit alpha (POLR2A), which is located near TP53. We therefore studied HDP-101, an anti-B-cell maturation antigen (BCMA) antibody drug conjugate (ADC) with the POLR2A poison α-amanitin, which showed potent anti-proliferative and pro-apoptotic activity against cell lines and primary samples. POLR2A knockdown (KD) in both TP53 wild-type (WT) and knockout (KO) cells, with the latter being a model of del17p, enhanced sensitivity to HDP-101 compared to POLR2A WT cells. Gene expression profiling and proteomic studies showed evidence for activation of endoplasmic reticulum stress and the unfolded protein response, as well as a reduction of anti-apoptotic proteins such as Myeloid cell leukemia (MCL)-1. Bortezomib enhanced the activity of HDP-101, as did a gamma-secretase inhibitor, and this ADC overcame resistance both due to microenvironmental factors and in acquired drug resistance models. Finally, HDP-101 was well tolerated in vivo, reduced disease burden with single, 2-4 mg/kg doses, and no evidence of relapse was seen out to 100 days, even in xenografts that modeled del17p through dual TP53 KO/POLR2A KD, which grew more aggressively without treatment. Together, the data validate the efficacy of a new BCMA ADC that is ready for clinical translation, and suggest that it could be equipotent, or perhaps even more effective against myeloma with del17p. We used microarray to investigate the global changes caused by HDP-101 across p53 Wt and p53 KO multiple myeloma cell lines",Homo sapiens,"Gene expression data from multiple myeloma cell lines treated with Novel Anti-B-cell Maturation Antigen α-Amanitin Antibody-drug Conjugate, HDP-101."
2020-04-08,3995,GSE146695,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146695/,200146695,2020-04-08,GSE,"Purpose: The goals of this study are to identify AID targets in DLBCL and investigate the overlapping of AID peaks and predicted G4 forming sequences (PQS) and the B-cell super enhancer (SE) U2932 DLBCL cells obtained from the American Type Culture Collection were grown in RPMI 1640 medium (Corning) supplemented with 10% FBS (Atlanta Biiologicals) and 1% Pen/Strep (Gibco). For each immunoprecipitation reaction, 4x106 chromatin cell equivalent were incubated overnight with either an AID antibody (Abcam, ab59361) or a rabbit IgG negative control antibody, subjected to protein A/G magnetic bead binding, IP elution and DNA recovery. The ChIP DNA was used to generate ChIPseq libraries with the ChIP-Seq sample preparation kit (Illumina) for sequencing at the Arkansas Children’s Research Institute Genomics Core. The sequence reads that passed quality filters were aligned to the human genome (hg19) using BWA-MEM and peakcalled using MACS2. Results: Using an optimized data analysis workflow, we mapped about 10-20 million sequence reads per sample to the human genome (build hg19) and identified 4,573 AID peaks which were filtered out if they overlap with the mock pull-down peaks and the blacklist (ENCODE blacklisted regions). We observed the intersection of AID peaks with PQS and SEs are significantly higher than expected by chance in all cases of comparisons supporting that the number of AID peaks sharing PQS and/or SEs is not a random event. Conclusions: Sequencing analyses reveal AID targets in both activated B-cells and lymphoma are highly enriched for G4 elements and validation studies confirm a representative set of these sequences form characteristic, stable G4 structures.",Homo sapiens,AID-ChIP-seq Analysis of diffuse large B-cell lymphoma
2020-04-08,3996,GSE145018,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145018/,200145018,2020-04-08,GSE,"The underlying mechanisms of long non-coding RNAs (lncRNA) participating in the progression of lung cancers are largely unknown. We found a novel lncRNA, PIK3CD antisense RNA 2 (PIK3CD-AS2), that contributes to lung adenocarcinoma (LUAD) progression. The expression characteristics of PIK3CD-AS2 in LUAD were analyzed using microarray expression profile, The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) datasets, and validated in 92 paired LUAD tissues by chromogenic in situ hybridization. Our data confirmed that PIK3CD-AS2 expression is a crucial regulator of LUAD progression and associated with shorter patient survival. In vitro studies showed that PIK3CD-AS2 increased cell growth and slowed apoptosis in p53wt cells but not in p53null cells. Mechanically, it is demonstrated that PIK3CD-AS2 bound to and maintained the stability of Y-box binding protein 1 (YBX1), a potent destabilizer of p53, by impeding its ubiquitination and degradation. Downexpression of YBX1 reversed PIK3CD-AS2-mediated inhibition of p53 signaling. Additionally, the therapeutic effect evaluation of a Locked Nuclear Acid (LNA) specifically targeting PIK3CD-AS2 showed an anti-tumor activity in mice with A549 cells xenograft and p53 wild-type LUAD patient-derived tumor xenograft (PDTX) model. Clinically, the high expression of PIK3CD-AS2 showed a poor disease-free survival in p53 wild-type patients in TCGA database. Our findings suggest that PIK3CD-AS2 regulates LUAD progression and elucidate a new PIK3CD-AS2/YBX1/p53 signaling axis, providing a potential lncRNA-directed therapeutic strategy especially in p53 wild-type LUAD patients.",Homo sapiens,The long non-coding RNA PIK3CD-AS2 promotes lung adenocarcinoma progression via YBX1-mediated suppression of p53 pathway
2020-04-08,3999,GSE131984,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131984/,200131984,2020-04-08,GSE,"BET inhibitors are promising therapeutic agents for the treatment of triple-negative breast cancer (TNBC), but the rapid emergence of resistance necessitates investigation of combination therapies and their effects on tumor evolution. Here, we show that palbociclib, a CDK4/6 inhibitor, and paclitaxel, a microtubule inhibitor, synergize with the BET inhibitor JQ1 in TNBC lines. High-complexity DNA barcoding and mathematical modeling indicate a high rate of de novo acquired resistance to these drugs relative to pre-existing resistance. We demonstrate that the combination of JQ1 and palbociclib induces cell division errors, which can increase the chance of developing aneuploidy. Characterizing acquired resistance to combination treatment at single cell level shows heterogeneous mechanisms including activation of G1-S and senescence pathways. Our results establish a rationale for further investigation of combined BET and CDK4/6 inhibition in TNBC and suggest novel mechanisms of action for these drugs, and new vulnerabilities in cells after emergence of resistance.",Homo sapiens,Acquired resistance to combined BET and CDK4/6 inhibition in triple-negative breast cancer [scRNA-Seq]
2020-04-08,4000,GSE131983,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131983/,200131983,2020-04-08,GSE,"BET inhibitors are promising therapeutic agents for the treatment of triple-negative breast cancer (TNBC), but the rapid emergence of resistance necessitates investigation of combination therapies and their effects on tumor evolution. Here, we show that palbociclib, a CDK4/6 inhibitor, and paclitaxel, a microtubule inhibitor, synergize with the BET inhibitor JQ1 in TNBC lines. High-complexity DNA barcoding and mathematical modeling indicate a high rate of de novo acquired resistance to these drugs relative to pre-existing resistance. We demonstrate that the combination of JQ1 and palbociclib induces cell division errors, which can increase the chance of developing aneuploidy. Characterizing acquired resistance to combination treatment at single cell level shows heterogeneous mechanisms including activation of G1-S and senescence pathways. Our results establish a rationale for further investigation of combined BET and CDK4/6 inhibition in TNBC and suggest novel mechanisms of action for these drugs, and new vulnerabilities in cells after emergence of resistance.",Homo sapiens,Acquired resistance to combined BET and CDK4/6 inhibition in triple-negative breast cancer [RNA-Seq]
2020-04-08,4002,GSE131977,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131977/,200131977,2020-04-08,GSE,"BET inhibitors are promising therapeutic agents for the treatment of triple-negative breast cancer (TNBC), but the rapid emergence of resistance necessitates investigation of combination therapies and their effects on tumor evolution. Here, we show that palbociclib, a CDK4/6 inhibitor, and paclitaxel, a microtubule inhibitor, synergize with the BET inhibitor JQ1 in TNBC lines. High-complexity DNA barcoding and mathematical modeling indicate a high rate of de novo acquired resistance to these drugs relative to pre-existing resistance. We demonstrate that the combination of JQ1 and palbociclib induces cell division errors, which can increase the chance of developing aneuploidy. Characterizing acquired resistance to combination treatment at single cell level shows heterogeneous mechanisms including activation of G1-S and senescence pathways. Our results establish a rationale for further investigation of combined BET and CDK4/6 inhibition in TNBC and suggest novel mechanisms of action for these drugs, and new vulnerabilities in cells after emergence of resistance.",Homo sapiens,Acquired resistance to combined BET and CDK4/6 inhibition in triple-negative breast cancer [Barcode]
2020-04-07,4004,GSE148229,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148229/,200148229,2020-04-07,GSE,"Nijmegen breakage syndrome (NBS) is a rare genetic disorder inherited in an autosomal recessive pattern associated with an increased risk of developing lymphoproliferative disorders, mainly non-Hodgkin lymphoma (NHL) and acute lymphoblastic leukemia (ALL). This work presents a patient previously diagnosed with Nijmegen breakage syndrome who rapidly developed T-NHL despite of constant medical supervision. Cytogenetic karyotype and microarray tests revealed complex aberrations, indicating enhanced chromosomal instability.",Homo sapiens,Chromosomal instability associated with adverse outcome: a case report of patient with Nijmegen breakage syndrome and rapidly developed T-NHL with complex karyotype
2020-04-07,4005,GSE148200,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148200/,200148200,2020-04-07,GSE,Changes in gene expression in a pancreatic cancer cell line and a chemoresistant line on treating with the drug CM03,Homo sapiens,Effects of a quadruplex-binding compound on gemcitabine resistant pancreatic cancer cells
2020-04-07,4006,GSE148190,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148190/,200148190,2020-04-07,GSE,The aim of the study is to analyze and compare the transcriptional profiles and clonotypes at a single cell level of tumor-infiltrating lymphocytes from human melanoma.,Homo sapiens,Single cell RNA and TCR sequencing of tumor-infiltrating lymphocytes from human melanoma
2020-04-07,4008,GSE148131,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148131/,200148131,2020-04-07,GSE,We assessed the role of the E3 ligase FBXW7 in mature B-cell neoplasms. This experiment assesses the role of the FBXW7-KMT2D axis in regulating gene expression in OPM-1 cells.,Homo sapiens,Effect of FBXW7 loss and concomitant FBXW7-KMT2D loss on mRNA levels
2020-04-07,4010,GSE148112,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148112/,200148112,2020-04-07,GSE,"We performed both transcriptomic and proteomic analyses on gastric cancer cells infected by H. pylori isolates from GML patients and the gastric ulcer strain 26695 to investigate the differentially expressed molecular signatures that were induced by GML isolates. Transcriptomicd analysis revealed fifteen pathways, including the Wnt signaling pathway, the mTOR signaling pathway, the NOD-like receptor signaling pathway and the Hippo signaling pathway, were revealed to be related to GML isolates.",Homo sapiens,Proteomic and transcriptomic studies of BCG823 cells stimulated with Helicobacter pylori isolates from gastric MALT lymphoma
2020-04-07,4016,GSE141479,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141479/,200141479,2020-04-07,GSE,"Background. Current clinical biomarkers for the PD-1 blockade therapy are insufficient because they rely only on the tumor properties such as PD-L1 expression frequency and the amount of tumor mutation burden. Identifying reliable responsive biomarkers based on the host immunity is necessary to improve the predictive values. Methods. We investigated the levels of plasma metabolites and T cell properties including energy metabolism markers in the blood of patients with non-small cell lung cancer before and after treatment with nivolumab (N=53). Predictive value of combination markers statistically selected were evaluated by cross validation and linear discriminant analysis on discovery and validation cohorts, respectively. Correlation between plasma metabolites and T cell markers were investigated. Results. The four metabolites derived from microbiome (hippuric acid), fatty acid oxidation (butyrylcarnitine) and redox (cystine and glutathione disulfide) provided high response probability (AUC=0.91). Similarly, a combination of four T cell markers, those related to mitochondrial activation (PGC-1 expression and reactive oxygen species), and the frequencies of CD8+ PD-1high and CD4+ T cells demonstrated even higher prediction value (AUC=0.96). Among the pool of all selected markers, the four T cell markers were exclusively selected as the highest predictive combination probably due to their linkage to the above mentioned metabolite markers. In a prospective validation set (N=24) these four cellular markers showed a high accuracy rate for the clinical responses of the patients (AUC= 0.92). Conclusion. Combination of biomarkers reflecting host immune activity is quite valuable for the responder prediction.",Homo sapiens,Combination of host immune metabolic biomarkers for the PD-1 blockade cancer immunotherapy
2020-04-07,4017,GSE140472,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140472/,200140472,2020-04-07,GSE,"ZBTB7A is frequently mutated in acute myeloid leukemia (AML) with t(8;21) translocation. However, the oncogenic collaboration between mutated ZBTB7A and the RUNX1-RUNX1T1 fusion gene in AML t(8;21) remains unclear. Here, we investigate the role of ZBTB7A and its mutations in the context of normal and malignant hematopoiesis.",Homo sapiens,ZBTB7A prevents RUNX1-RUNX1T1 dependent clonal expansion of human hematopoietic progenitor cells
2020-04-07,4019,GSE138623,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138623/,200138623,2020-04-07,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Ephrin-A5 modulates transcriptional responses to EphA2 activation
2020-04-07,4020,GSE138622,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138622/,200138622,2020-04-07,GSE,"Ligand binding induces extensive spatial reorganization and clustering of the EphA2 receptor at the cell membrane. It has previously been shown that the nanoscale spatial distribution of ligands modulates EphA2 receptor reorganization, activation and the invasive properties of cancer cells. However, the mechanisms by which cells transduce ligand nanoscale spatial distribution signals have not been elucidated. Here we used DNA origami nanocalipers to control the positions of ephrin-A5 ligands at the nanoscale and investigated the transcriptional responses following ligand binding. Using mRNA sequencing, we determined the transcriptional profiles of glioblastoma cells treated with nanocalipers presenting a single ephrin-A5 dimer or two dimers spaced 14, 40 or 100 nm apart. We observed divergent transcriptional responses to ephrin-A5 nano-organization, with ephrin-A5 dimers spaced 40 or 100 nm apart showing the highest levels of differential expressed genes compared to treatment with n anocalipers that do not present ephrin-A5. These findings show that the nanoscale organization of ephrin-A5 modulates transcriptional responses to EphA2 activation.",Homo sapiens,Effect of Ephrin-A5 DNA Nanocalipers stimulation of EphA2 receptor signaling in U3013 cell line
2020-04-07,4021,GSE138620,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138620/,200138620,2020-04-07,GSE,"Ligand binding induces extensive spatial reorganization and clustering of the EphA2 receptor at the cell membrane. It has previously been shown that the nanoscale spatial distribution of ligands modulates EphA2 receptor reorganization, activation and the invasive properties of cancer cells. However, the mechanisms by which cells transduce ligand nanoscale spatial distribution signals have not been elucidated. Here we used DNA origami nanocalipers to control the positions of ephrin-A5 ligands at the nanoscale and investigated the transcriptional responses following ligand binding. Using mRNA sequencing, we determined the transcriptional profiles of glioblastoma cells treated with nanocalipers presenting a single ephrin-A5 dimer or two dimers spaced 14, 40 or 100 nm apart. We observed divergent transcriptional responses to ephrin-A5 nano-organization, with ephrin-A5 dimers spaced 40 or 100 nm apart showing the highest levels of differential expressed genes compared to treatment with n anocalipers that do not present ephrin-A5. These findings show that the nanoscale organization of ephrin-A5 modulates transcriptional responses to EphA2 activation.",Homo sapiens,Effect of IgG-clustered Ephrin-A5 stimulation on EphA2 signaling in MDA-MB-231 and U3013 cell lines
2020-04-07,4027,GSE136634,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136634/,200136634,2020-04-07,GSE,"Inhibition of the B-cell receptor pathway, and specifically of Bruton tyrosine kinase (BTK), is a leading therapeutic strategy in chronic lymphocytic leukemia (CLL). Target occupancy has been measured as a pharmacodynamic parameter in clinical studies of covalent BTK inhibitors. However, the kinetics of BTK turnover, which determines occupancy, and the relationship between occupancy, pathway inhibition and clinical outcomes remains undefined. This randomized phase 2 study investigated the safety, efficacy, and pharmacodynamics of a selective BTK inhibitor acalabrutinib at 100 mg twice daily or 200 mg once daily in 48 patients with relapsed/refractory or high-risk treatment naïve CLL. Acalabrutinib was well tolerated and yielded an overall response rate (ORR) of partial response or better of 95.8% (95% CI 78.9%, 99.9%) and an estimated progression-free survival (PFS) rate at 24 months of 91.5% (95% CI 70.0%, 97.8%) with twice daily dosing and an ORR of 79.2% (95% CI 57.9%, 92.9%) and an estimated PFS rate at 24 months of 87.2% (95% CI 57.2%, 96.7%) with once daily dosing. BTK resynthesis was faster in CLL than in healthy volunteers. Twice daily dosing maintained higher BTK occupancy and achieved more potent pathway inhibition compared to once daily dosing. Additional follow-up is required to address the impact of dosing schedule and BTK occupancy on long-term clinical outcomes.",Homo sapiens,Clinical and biological implications of target occupancy in chronic lymphocytic leukemia treated with acalabrutinib
2020-04-07,4035,GSE66665,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66665/,200066665,2020-04-07,GSE,"Abstract: Argonaute-2, the primary effector molecule of the RNA Induced Silencing Complex, loads both canonical miRNAs and a wide variety of other non-canonical miRNA-like species that enable base pair mediated transcript regulation. Here, using ultra-deep RNA immunoprecipitation and sequencing of nuclear and cytoplasmic hAGO2 in human breast cancer-derived MCF-7 cells, we have identified over one thousand novel AGO2-associated small RNAs. These include a wide variety of isomiRs, in excess of 100 mirtron loci and H/ACA snoRNA and HY3 repeat-derived small RNAs. Unexpectedly, we also discovered 298 AGO2-loaded exon-derived miRNAs (emiRs). These conserved small RNAs are encoded within protein-coding exons and 3’UTRs, have a 5’ end adenosine bias (in contrast to the 5’ U observed in canonical miRNAs), are DICER-1 dependent, processed from mature mRNAs post-splicing and derived from a wide variety of genes involved in differentiation and development including SOX4, JUN, c-MYC and AGO2 itself. We find evidence of emiR expression in human brain and other peripheral tissues, and demonstrate that human emiRs are conserved and detected in murine Ago2 small RNA libraries. Five human emiR loci coincide with known Mendelian disease-causing mutations, and the expression of emiRs is altered in human breast cancer, which may indicate that these species can play a role in disease etiology and progression. We propose that emiRs are the small RNA complement to the competing endogenous RNA (ceRNA) system.",Homo sapiens,A novel subclass of exon-derived microRNA is widespread in the mammalian genome
2020-04-07,4036,GSE59105,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59105/,200059105,2020-04-07,GSE,"Esophageal squamous cell carcinoma (ESCC) is an aggressive cancer with one of the highest world incidences in the Eastern Cape region of South Africa. Several genome wide studies have been performed on ESCC cohorts from Asian countries, North America, Malawi and other parts of the world but none has been conducted on ESCC tumors from South Africa to date, where the molecular pathology and etiology of this disease remains unclear. We report here tumor associated copy number changes observed in 51 ESCC patients’ samples from the Eastern Cape province of South Africa. We extracted tumor DNA from 51 archived ESCC specimens and interrogated tumor associated DNA copy number changes using Affymetrix® 500K SNP array technology. The Genomic Identification of Significant Targets in Cancer (GISTIC) algorithm was applied to identify significant focal regions of gains and losses. Gains of the top recurrent cancer genes were validated by fluorescence in situ hybridization and their protein expression assessed by immunohistochemistry. Twenty-three significant focal gains were identified across samples. Gains involving the CCND1, MYC, EGFR and JAG1 loci recapitulated those described in studies on Asian and Malawian cohorts. The two most significant gains involved the chromosomal sub-bands 3q28, encompassing the TPRG1 gene and 11q13.3 including the CTTN, PPFIA1and SHANK2 genes. There was no significant homozygous loss and the most recurrent hemizygous deletion involved the B3GAT1 gene on chromosome11q25. Focal gains on 11q13.3 in 37% of cases (19/51), consistently involved CTTN and SHANK2 genes. Twelve of these cases (23,5%), had a broader region of gain that also included the CCND1, FGF19, FGF4 and FGF3 genes. SHANK2 and CTTN are co-amplified in several cancers, these proteins interact functionally together and are involved in cell motility. Immunohistochemistry confirmed both Shank2 (79%) and cortactin (69%) protein overexpression in samples with gains of these genes. In contrast, cyclin D1 (65%) was moderately expressed in samples with CCND1 DNA gain. This study reports copy number changes in a South African ESCC cohort and highlights similarities and differences with cohorts from Asia and Malawi. Our results strongly suggest a role for CTTN and SHANK2 in the pathogenesis of ESCC in South Africa.",Homo sapiens,Affymetrix SNP array data for esophageal squamous cell carcinoma samples
2020-04-06,4037,GSE148089,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148089/,200148089,2020-04-06,GSE,"The effect of Fra-2 overexpression in two stable Fra-2 overexpressing clones of the human breast cancer cell line MDA-MB-231 on survival and metastatic load was studied after subcutaneous injection into scid and E- and P-selectin deficient scid (select) mice. To identify Fra-2 target genes, we performed cDNA microarrays with mRNA isolated from xenograft tumour tissue. Fra-2 overexpression lead to a significantly shorter overall survival and a higher amount of spontaneous metastases in scid mouse lungs and compared to select mice indicating that Fra-2 regulates selectin binding sites on the tumour cell surface, which directly influence overall survival. By using cDNA microarray analysis of resected primary tumours a multitude of deregulated genes, which are known to be involved in metastasis formation",Homo sapiens,"Fra-2 overexpression upregulates pro-metastatic cell-adhesion molecules, promotes pulmonary metastasis and reduces survival in a spontaneous xenograft model of human breast cancer"
2020-04-06,4038,GSE147387,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147387/,200147387,2020-04-06,GSE,"Global gene expression analysis was performed of several cell lines, mostly classical Hodgkin lymphoma, one DLBCL cell line and one NLPHL cell line.",Homo sapiens,SMAD1 promoter hypermethylation and lack of SMAD1 expression in Hodgkin Lymphoma
2020-04-06,4039,GSE147271,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147271/,200147271,2020-04-06,GSE,"Tumor gene expression data (microarray from FFPE) was obtained from breast cancer patients enrolled in a pre-operative window trial (ClinicalTrials.gov Identifier: NCT00738777). Patients received an oral loading dose of 40 mg of tamoxifen twice daily for the first seven days, followed by a daily dose of 20 mg until surgery. A core needle biopsy of the tumor was taken prior to treatment (n=62) and post-treatment tumor material (n=40) was obtained during surgery 20.7 (±9.6) days later. Paired material was available for 27/74 patients. Differential analysis comparing gene expression before and after Tamoxifen treatment implicated activation of the NFκB pathway and an enrichment of EMT/stemness features upon Tamoxifen treatment. In line with these findings, exposure of ER+ breast cancer cell lines to tamoxifen, in vitro and in vivo, gives rise to a tamoxifen-tolerant population with similar NFκB activity and EMT/stemness characteristics as described in the corresponding publication.",Homo sapiens,Gene expression of primary breast cancers from patients before and after neo-adjuvant Tamoxifen treatment
2020-04-06,4042,GSE141491,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141491/,200141491,2020-04-06,GSE,"MYC controls the transcription of large numbers of long non-coding RNAs. Since MYC is a ubiquitous oncoprotein, some of these long non-coding RNAs (lncRNAs) probably play a significant role in cancer. We applied CRISPRi to the identification of MYC-regulated lncRNAs that are required for MYC-driven cell proliferation in the P493-6 and RAMOS human lymphoid cell lines. We identified 320 non-coding loci that play a positive role in cell growth. Transcriptional repression of any one of these lncRNAs reduces the proliferative capacity of the cells. Selected hits were validated by RTqPCR and in CRISPRi-competition assays with individual GFP-expressing sgRNA-constructs. We also showed binding of MYC to the promoter of two candidate genes by chromatin immunoprecipitation. In the course of our studies, we discovered that the repressor domain SID derived from the MXD1 protein is highly effective in P493-6 and RAMOS cells in terms of the number of guides depleted in library screening and the extent of the induced transcriptional repression. In the cell lines used, it is superior to the KRAB repressor domain which serves routinely as transcriptional repressor domain in CRISPRi. The SID transcriptional repressor domain is effective as a fusion to the MS2 aptamer binding protein MCP allowing the construction of a doxycycline regulatable CRISPRi-system that allows controlled repression of targeted genes and will facilitate the functional analysis of growth-promoting lncRNAs.",Homo sapiens,An MXD1-derived repressor peptide identifies non-coding mediators of MYC-driven cell proliferation [Amplicon-seq]
2020-04-06,4043,GSE141482,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141482/,200141482,2020-04-06,GSE,"MYC controls the transcription of large numbers of long non-coding RNAs. Since MYC is a ubiquitous oncoprotein, some of these long non-coding RNAs (lncRNAs) probably play a significant role in cancer. We applied CRISPRi to the identification of MYC-regulated lncRNAs that are required for MYC-driven cell proliferation in the P493-6 and RAMOS human lymphoid cell lines. We identified 320 non-coding loci that play a positive role in cell growth. Transcriptional repression of any one of these lncRNAs reduces the proliferative capacity of the cells. Selected hits were validated by RTqPCR and in CRISPRi-competition assays with individual GFP-expressing sgRNA-constructs. We also showed binding of MYC to the promoter of two candidate genes by chromatin immunoprecipitation. In the course of our studies, we discovered that the repressor domain SID derived from the MXD1 protein is highly effective in P493-6 and RAMOS cells in terms of the number of guides depleted in library screening and the extent of the induced transcriptional repression. In the cell lines used, it is superior to the KRAB repressor domain which serves routinely as transcriptional repressor domain in CRISPRi. The SID transcriptional repressor domain is effective as a fusion to the MS2 aptamer binding protein MCP allowing the construction of a doxycycline regulatable CRISPRi-system that allows controlled repression of targeted genes and will facilitate the functional analysis of growth-promoting lncRNAs.",Homo sapiens,An MXD1-derived repressor peptide identifies non-coding mediators of MYC-driven cell proliferation [RNA-seq]
2020-04-06,4044,GSE140490,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140490/,200140490,2020-04-06,GSE,"Doublecortin like kinase 1 (DCLK1) is an understudied kinase that is upregulated in a wide range of cancers, including pancreatic ductal adenocarcinoma (PDAC). However, little is known about its potential as a therapeutic target. We leveraged chemoproteomic profiling and structure-based design to develop the first selective, in vivo-compatible chemical probe of the DCLK1 kinase domain, DCLK1-IN-1. We demonstrate activity of DCLK1-IN-1 against clinically relevant patient-derived PDAC organoid models and use a combination of RNA sequencing, proteomics and phosphoproteomics analysis to reveal that DCLK1 inhibition modulates proteins and pathways associated with cell motility in this context. DCLK1-IN-1 will serve as a versatile tool to investigate DCLK1 biology and establish its role in cancer.",Homo sapiens,Discovery of a selective inhibitor of Doublecortin Like Kinase 1
2020-04-06,4045,GSE139489,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139489/,200139489,2020-04-06,GSE,"Estrogeh insensitivity syndrome (EIS) arises from rare mutations in estrogen receptor α (ERα, encoded by ESR1 gene) resulting in the inability of estrogen to exert its biological effects. Due to the rarity, mutations in ESR1 gene and the underlying molecular mechanisms of EIS have not been thoroughly studied. We used whole transcriptome analysis to comparison of the transcriptome between the WT ESR1 and Q375H and R394H clinical mutants in MB231 stable cell lines.",Homo sapiens,Whole transcriptome profiling of ESR1 Q375H and R394H mutatons from the human breast cancer MB-231 stable cells
2020-04-06,4046,GSE138724,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138724/,200138724,2020-04-06,GSE,"Next to a persistent infection with high-risk human papillomavirus (HPV), molecular changes are required for the development of cervical cancer. To identify which molecular alterations drive carcinogenesis, we performed a comprehensive and longitudinal molecular characterization of HPV-transformed keratinocyte cell lines. Comparative genomic hybridization, mRNA, and miRNA expression analysis of four HPV-containing keratinocyte cell lines at eight different time points was performed. Data was analyzed using unsupervised hierarchical clustering, integrated longitudinal expression analysis, and pathway enrichment analysis. Biological relevance of identified key regulatory genes was evaluated in vitro and dual-luciferase assays were used to confirm predicted miRNA-mRNA interactions. We show that the acquisition of anchorage independence of HPV-containing keratinocyte cell lines is particularly associated with copy number alterations. Approximately one third of differentially expressed mRNAs and miRNAs was directly attributable to copy number alterations. Focal adhesion, TGF-beta signaling, and mTOR signaling pathways were enriched among these genes. PITX2 was identified as key regulator of TGF-beta signaling and inhibited cell growth in vitro, most likely by inducing cell cycle arrest and apoptosis. Predicted miRNA-mRNA interactions miR-221-3p_BRWD3, miR-221-3p_FOS, and miR-138-5p_PLXNB2 were confirmed in vitro. Integrated longitudinal analysis of our HPV-induced carcinogenesis model pinpointed relevant interconnected molecular changes and crucial signaling pathways in HPV-mediated transformation.",Homo sapiens,"Identification of deregulated pathways, key regulators, and novel miRNA-mRNA interactions in HPV-mediated transformation. [CGH cell lines-Agilent]"
2020-04-06,4047,GSE138081,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138081/,200138081,2020-04-06,GSE,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,"Identification of deregulated pathways, key regulators, and novel miRNA-mRNA interactions in HPV-mediated transformation."
